essay_set,essay,domain1_score,avg_distance_bw_neighbours,max_distance_bw_neighbours,min_distance_bw_neighbours,avg_distance_bw_points,max_distance_bw_points,clark_and_evans,avg_distance_to_nearest_neighbours,cumulative_frequency_distribution,avg_distance_bw_neighbours_euclid,max_distance_bw_neighbours_euclid,min_distance_bw_neighbours_euclid,avg_distance_bw_points_euclid,avg_distance_bw_centroid_and_points,max_distance_bw_centroid_and_points,min_distance_bw_centroid_and_points
5,"The mood that the author creates in this story is a @CAPS1 sad mood But it is also @CAPS2, @CAPS3 the guy in it is getting a new Home and a new Life @CAPS3 His parents @CAPS5 @CAPS6.",1,0.12334185422552212,0.19198814862527713,0.08029648939524085,0.32817539894749415,0.2553776289033866,0.35607482810257834,0.08901870702564459,0.5,1.3236000533457835,1.356247404130057,1.0,1.0024466801865062,[0.8181701],[0.8827825],[0.7454006]
5,"The mood in the memoir that the author creates is a very warm and relaxed sort of mood. The way the author tells you about his parents; the selflessness and the way they put their kids first before themselves really just makes you think about your own parents and how good they are to you and what they would do for you. The way the author talks about his home makes you think of all the colors in the house. I think that the house would be a golden  red color yellow, white, brown and orange on the insides. It reminds me of the way they would have cooked. They would have cooked with colorful peppers, onions, tortillas and oils. It makes you think about what colors you have in your home and what you would cook with.  The music sounds wonderful. Even though they don't demonstrate what it actually sounds like, you can easily imagine it. I imagine it laying in the background while all the adults are cooking and the kids are playing in colorful rooms with the golden sunlight shining in through an open window. I love the mood that this memoir puts me in.",1,0.8561117909545245,0.9225753869110919,0.8108736596937782,0.47478071663775734,0.9225753869110919,6.702026316713121,0.8377532895891401,0.5,0.5324083325781365,0.6150225041512252,0.393508864166762,0.9646867240902315,[0.7218823],[0.86424872],[0.65327702]
5,"The mood of the memoir is very upbeat, happy mood of how @PERSON1. Grew up in Newark, New Jersey in a very Cuban family and tells the story of how Narciso went through his childhood. This memoir really emphasizes the connection and love that Narciso had with his parents and his home. It kind of makes you think that there is more to a house than just walls and a ceiling and that maybe it's part of a family.",1,0.5793440120390981,0.6710149172361067,0.4158335991066751,0.32537736541512263,0.6710149172361067,3.0866999758645632,0.5456566211055464,0.5,0.9135301785286002,1.0808944452566354,0.8111536016857637,1.0737663601841252,[0.82072435],[0.88643354],[0.78278143]
5,"Describe the mood by the author in the memoir. the mood by the athor in the memoir. Is that she had a hard time grow up because her parent's keep on movieing. bay the age of twent-seven year old. Narciso Rodriguez liveing with her family she live in a one apratment room, When she was growing up there were racism were she was growing up. When she was growing up her mother and father taught her how to cook, and the number one thing she learned is how to love some one",1,0.6530608785499026,0.8243069262845709,0.5115941818958665,0.33049112270856135,0.8243069262845709,3.7147886985546013,0.6191314497591002,0.6666666666666666,0.825250581769137,0.9883378148225773,0.5927783290833585,1.073363285210259,[0.81717552],[0.89729579],[0.74791087]
5,"The mood created by the author in the memoir was happy, enjoyable, and worth living. I say happy because they had family to be with, and other friends to help them if anything. I say enjoyable because the author talks about how they (main character) had the first birthday and first friend. I would enjoy all my birthdays if I was that person and also my first friend. I also said worth living because they had food on their table everyday. And nothing in the memoir said anything about struggling. This is why I explain the mood as happy, enjoyable, and worth living.",2,0.652122819864589,0.7647617649273284,0.5607262071414338,0.38447625446652334,0.7647617649273284,3.6155463821777296,0.6025910636962882,0.6666666666666666,0.8291775457965777,0.937308692863313,0.6859128735818737,1.0309724826890958,[0.78408255],[0.81978527],[0.74162702]
5," The mood created by the author in this memoir was very loving and caring for their friends, family and everyone around them, for example it says how his mom would always keep the door open for whoever was going through a rough time or untill they were back on their feet because she knew they would do the same for her and her family. Also the mood is very thankful since Narciso admires everything that he's done in life and who he's helped out and he's thankful for all the friends he has and the care they have for him and his family and he thanks every oppertunity he gets in life. The mood also shows how that somthing small can turn out to be big on the inside because Narciso has done so much just from the small place he lives in.",2,0.7710555733367442,0.8636281967519516,0.7162512272091281,0.4061862431626934,0.8636281967519516,5.230457516214871,0.7549515137428893,0.6666666666666666,0.6732968654921003,0.7533243296095936,0.5222486060259969,1.01985257470147,[0.76722322],[0.88912171],[0.67183032]
5,"In this memoir, the author creates a mood. The mood is love. The author loves his parents for all the things they sacraficed to come to @LOCATION1. He really appreciates everything they've done for him and he is really grateful.The author describes the ""warmth"" of his kitchen. How it's filled with love and culture. The great aroma of their parents cooking and the music from his culture, he loves it.The author also describes how his family is @CAPS1 close, and their friends to. The love that they got for each other. The memoir says ""My parents always kept their arms and their door open to the many people we consider family, knowing that they would do the same for us."" @CAPS1 they considered people who weren't really family... Family. They helped each other out, family and friends, that's what creates the mood to be love.@CAPS1, in this memoir, the author creates a mood and its LOVE.",4,0.8208049718053689,0.8976809497012684,0.7619508456019721,0.45022430816477543,0.8976809497012684,6.052066670807101,0.8087414272883489,0.5714285714285714,0.5956594043898755,0.6899987744888072,0.4523694293356524,0.9856211230426242,[0.74011154],[0.82768379],[0.65258354]
5,"The author of this memoir created a mood about family. ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country the loved,"" this quote tells that the mood created by the author makes the reader realize how hard their pareents work to give their children a better life and education. ""It was here where I learned the real definition of ""family"","" this also makes the reader feel like there is a lot more to a family then what it @MONTH1 seem. That family gives one life and teaches love. ""I will never forget how my parents turned this simple house into a home,"" this quote tells that home is not just a place where one @MONTH1 live, but that it is about relationships that are created there. These were some of the moods created by the author in the memoir.",3,0.7980133583089414,0.8875828968929333,0.7419813831985898,0.4112063767388254,0.8875828968929333,5.554597744263676,0.770284114673819,0.5384615384615384,0.6306013666633624,0.7183573161058644,0.47416685482447396,1.0166009175443114,[0.76561542],[0.85116946],[0.67552595]
5,"The mood created by this author is clearly greatfull. The author shows how he (narciso) could never stop saying thank you. He honestly loved the feeling his mom and dad made him have, and all thengs they did for him. By what the parents did by moving into a place to call home for Narciso made his mood forever endlessly greatful. By Narciso's mood being greatful I mean endlessly thankful for all that he has thanks to his parents. In this short autobiography, Narciso creats the reader to feel, and know he is happy with the life he has. As this short story creats the mood of being greatful. You understand how he feels as you read many times through out this article, ""I will always be greatfull to my parents...""",2,0.745800821660292,0.7837413339843448,0.6935429119109323,0.39379700096782133,0.7837413339843448,4.8433808981950905,0.7301671434585291,0.36363636363636365,0.7119740765700606,0.7828883548617487,0.6576604990656735,1.029446964965947,[0.77684482],[0.88369477],[0.68812136]
5,"The mood set by the author in the memoir is a home is home kind of mood, like a great family, great friendships/relationships and open arms kind of feeling. He mentions the fact that his parents always helped friends and family in need and how selfless they were towards other people. He talks about how him and his family used to come together and have meals as a family. He says he is grateful for the spirit an generosity given to him by his parents at a young age. He gives the reader a sence of comfort and generosity and he thanks his family deeply for expressing spirit, generosity and selflessnes to people.",2,0.7058710800980805,0.7493785320129889,0.6401372622710374,0.3900362781810876,0.7493785320129889,4.365338081328094,0.6902205546833065,0.5,0.7654362510085667,0.848366356863546,0.70798512411916,1.0302974358106316,[0.77938831],[0.89800462],[0.71084704]
5,"The mood created by the author in the memoir is grateful, joyful, and loving. The mood is grateful because the author's parents were such wonderful people, that made the author look up to them. The author even says, ""I will always be grateful to my parents for their love and sacrifice. The mood is also joyful because, although the author lived in just a simple house, inside, there was always music and he was influenced by his culture. ""Passionate Cuban music (which I adore to this day) filled the air, mixing with the aromas of the kitchen."" After all a house is only a ""home"" if you feel welcome and love, and that is exactly how the author felt. Lastly, the mood is loving because in his home, his parents welcomed anyone who needed help. Example from the memoir is, ""My parents kept their arms and their door open to the many people we consider family, knowing that they would do the same for us."" Over all, the author kept the mood lively and definitely happy, although the happiness went on through difficult times like segregation.",4,0.8262909646205047,0.92051990962194,0.7508286311177574,0.4221802589142484,0.92051990962194,6.467243186117847,0.8084053982647309,0.4375,0.5835397635667458,0.7059339471682072,0.39869810728936256,1.0164672061528583,[0.75910564],[0.87597083],[0.70589008]
5,"In the memoir, the author created a very upbeat mood. He clearly is very grateful for his family, and had a happy childhood. He pointed out the parts of his home and situation that could have been negitive for him while growing up, but then he cancelled those negitive things out by noting the positive aspects of each situation. For example, in the memoir he wrote about how his family had immigrated to the United States, and how they had good jobs in Cuba, but then had to start all over with low-paying jobs once they got here. He said that this was hard for them, but he found a positive way to look at the situation. He did this by writing about how his parent's situation taught them and him to always work hard, and never give up. So overall, he made what could have been a depressing story, have an upbeat and happy mode. He even made the story teach you a lesson about hard work and the importance of family and giving to others.",2,0.8219644193169555,0.8797819106911127,0.7797400891640902,0.40904220694121984,0.8797819106911127,6.277829426594454,0.8104642939843726,0.4,0.5943754061173253,0.6637166727390688,0.4903429194122973,1.0242079075176973,[0.76747673],[0.86642483],[0.70306575]
5,"The mood created by the author of the memoir is cozy and family oriented. From the very beginning, the author describes the home as more of a way of life than a physical space. The author's ""parents created our traditional Cuban home, part of which was the kitchen"" (@NUM1). Here, the home is described even more as a part of the family, less is a building.     To enhance the feeling of family, the author includes stories of hospitality: ""My parents always kept their arms and their door to the many people he considered family"" (@NUM2). Hospitality is one of the best qualities you need to make a house a home and the author really stretches that. The mood created by the author of the memoir is cozy and family oriented.",2,0.7697596655887551,0.8616690541643929,0.6551086147884773,0.4791859287369238,0.8616690541643929,4.900799331577734,0.738823297984904,0.6363636363636364,0.6734064795500823,0.8305316191591057,0.5259865888701104,0.9541220188429029,[0.72128602],[0.76087065],[0.67403634]
5,"The author, Narciso Rodriguez, creates a very happy mood in his memoir. One reason the mood is happy is because of the setting. Narciso describes his house and says, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the back-drop to life in our warm home."" The author describes a home filled with many good friends and good memories. Anothe reason is how grateful the author sounds. It says, ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" While they had to leave everything behind they did it for their kids and for a new life. The author is happy that they did. Also, the author credits the house with giving him a family. @CAPS1 says, ""It was here that I learned the real definition of the word 'family.' And for this, I will be forever grateful."" @CAPS1 learned a lot in this house and is very happy for that. In Narciso Rodriguez's memoir @CAPS1 creates a very happy mood.",4,0.8484788975464644,0.8931682789992286,0.7810705448029325,0.4312924147036409,0.8931682789992286,6.647549733397778,0.8309437166747222,0.5625,0.5475929027242724,0.6617090829013423,0.46223743033374426,1.004097974235735,[0.75242473],[0.86069066],[0.66189137]
5,"Based on this memoir, the mood created by the author it's a great mood unexplainable. in this article talks about a young man named @PERSON1 and how his life was from then and now. for example, on paragraph @NUM1, says he will always be grateful to his parents for their love and sacrifices. and how he had always told them that what they did was a much more courageous thing that I could have ever done. Also, how Cuban music was so passionate, adored so much, and how his parents turned a simple house into a home. therefore, this is the mood created by the author.",2,0.659520667411055,0.8005814133347904,0.547261652175146,0.31616149716769854,0.8005814133347904,3.906702114366161,0.6177038410596343,0.4,0.8184507406964107,0.9515653922089161,0.6315355677477081,1.09128900447698,[0.82618286],[0.89985151],[0.7747019]
5,"The mood created by Narciso Rodriguez was happy and thankful. His parents taught him many things about their cuban back ground, like cooking and music. His parents gave up many things to comfort Narciso and make him at home. ""I will always be grateful to my parents for their love and sacrifice."" His parents turned their house into a home for other People as well. ""My parents always kept their Arms and door open to the many people we considered family."" Narciso's parents would take in anybody that needed a place to stay until they got back on their feet. Narciso's parents were very loving to the community and help out as much as the could in making that place at home.",2,0.7320042039976228,0.8155685639206882,0.686257613888275,0.3744954305107385,0.8155685639206882,4.784162234956918,0.7212395940700095,0.5454545454545454,0.7306003608653413,0.7921393641420998,0.6073408204283848,1.0468150086180523,[0.78967785],[0.88433846],[0.74060185]
5,"In the memoir Narciso Rodriguez the author creates a serious, happy and thankful mood. The author was serious to the point where his family had to go through economic and personal problems. However, the author was happy how they lived in a friendly and unified neighborhood with other immigrant from different countrys. The author showed thankfulness because his parents worked so hard to give him a new life. The memoir showed a good mood as well as a accurate portrait of the athour childhood.",2,0.5855542299280545,0.7182245134602507,0.500478819354121,0.3305628528743949,0.7182245134602507,3.096049957154473,0.547309479899062,0.625,0.9061137032735985,0.9995210659569702,0.7507003217526275,1.0690643775858775,[0.81732046],[0.90569239],[0.76649797]
5,@PERSON1's mood was happy and greatful. @PERSON1 was grateful was because he had his family together and his mom and dad were open house with the culture. He was happy because his life was better thae it would have been if they stayed in Cuba. That was @PERSON1's mood.,1,0.20931943523406663,0.31462784142835637,0.1213999736789311,0.33857209639711267,0.346099484571035,0.7552449505988369,0.16887790492024699,0.4,1.2563039680838601,1.3255942262404954,1.0,1.0265809721731949,[0.81261308],[0.84182798],[0.75237622]
5,"In Narciso Rodriguez's memoir, the mood and feeling of her home and comunity is a happy and heartwarming situation. Most people who would live in a tiny apartment in the city would say that it was to small and cramped, while they wished for a mansion on the ocean, but Narciso was perfectly happy being in that environment. The way she described it, there were always great smells, wounderful music, and great people around all of the time. Narciso said the man people who contributed the most to her wounderful experience in New Jersey were her parents. They supported and cared for her at the same time they were strugling for money. They never showed sadness and they loved and cared for her. Even though Narciso lived in a small apartment in the city, she and her family show that you can make the best out of any situation.",3,0.7858405172078191,0.8784525241538862,0.7261418025002672,0.41326888647937793,0.8784525241538862,5.552869650057125,0.7700444711249516,0.5384615384615384,0.651408943396728,0.7400786410912465,0.49304660194775485,1.0192094060918218,[0.76486921],[0.84970137],[0.70235157]
5,"In the memoir @PERSON1 it talks about making a house a home and a community, your family. ""Growing up in this enviroment instilled in me a great sense that ""Family"" had nothing to do with being a blood relative"" (par @NUM1) paragraph @NUM1 goes onto talk about how growing up with Italian, Spanish, and Cuban cultures in one community, with all differences aside made the community into a family. Rodriguez talks very warmly, and with only good things to say about his childhood.the mood of the memoir is Rodriguez remembering his culture filled childhood. ""I learned the real definition of ""family"". And for this, I will never forget that house or its gracious neighborhood or the many things I learned there about how to love"" (par seven) The memoir is a dedication to his life and a reflection of all the experiences had within his family. He writes his memoirs in loving spirits dedicating his knowledge of a ""family"" to his own.",4,0.7987338321350703,0.8850528811202535,0.7228633056902011,0.380565432322219,0.8850528811202535,5.791047303002296,0.7738612470869947,0.5714285714285714,0.6299509571514788,0.744495391939801,0.47947287489439194,1.0462764582950612,[0.78559369],[0.86937815],[0.72881569]
5,"In the memoir ""@PERSON1 Rodriguez"" from Home: The Blueprints of Our Lives by @PERSON1, the mood is a very important part of the story. The mood in this memoir is definiatley thankfulness. The first reason for why the mood of this story is thankfulness is because @PERSON1 is thankful for his Cuban heritage. @PERSON1 shows his love for his heritage by stating ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills"". @PERSON1 is very thankful that he has these skills from his great culture. The second reason that the mood of this memoir is thankfulness is that the author is thankful for his home. ""...Formed the backdrop to life in our warm home"", @PERSON1 writes in his memoir. This quote shows that @PERSON1 is thankful for a nice place to call his home. the final reason that the mood of this memoir is thankfulness is that the author is thankful for his hardworking parents. ""I've often told them of my admiration for their strength and perseverance, and i've thank them repeatedly"", he comments. This undoubtably shows the author's great respect for his parents and all they have to offer for him to be happy and healthy. Thankfulness is a mood that suits this memoir very well, and the pride and gratefulness that the author shows for his heritage, home, and parents is wonderful.",4,0.8896905259770702,0.9498243120172776,0.8187295994154563,0.5334481842602621,0.9498243120172776,7.626430790053038,0.874811608256533,0.47368421052631576,0.46458635369722007,0.602113611512883,0.31678285301677106,0.9109581550834868,[0.68018815],[0.80186363],[0.59698399]
5,"The mood created by the author in ""Narciso Rodriguez""is very calm and happy. The author This very calm and cool. There are no loud or emphasized parts. It is also very happy. It describes a family growing and getting to love each other. Also frends and more family having happy times having celebrations. The happiest line was the last, ""I will never forget how my parents turned this simple little house into a home."" It also has a very loving tone to it. Anything about a family coming together is loving.",3,0.5913714860637462,0.6389294100941729,0.5340730895774781,0.3489062350047127,0.6389294100941729,3.2403306658413267,0.5728149467757807,0.5,0.9029686773220387,0.9653257589254747,0.8497889030880873,1.0556077755240685,[0.80597438],[0.8744506],[0.76017491]
5,"The author could have put alot of different types of mood in the memoir. I think that the mood of the memoir is happy, greatful and appreciated. I said happy because he talks about every thing he does and how he enjoys it I said greate because he is always thanking his parents and he admires them. He admires them because thy have comed last to the good life and they do everything in their power to have a good life. An he appreciates him because of the same thing I said before he admires them and always thank them for what they have done to her. This is the mood the authors has toward writting the story.",2,0.708902340818145,0.7617130040040712,0.6445702169488622,0.4199160262162838,0.7617130040040712,4.363997961649084,0.6900086631571621,0.5,0.7616665384838177,0.8431248816766567,0.6903433870124766,1.0052267765421137,[0.7583454],[0.9095533],[0.67060594]
5,"In Narciso's memoir, I feel joy. I feel joy because Narciso's parents were able to survive. They came to @LOCATION1, ""without any knowledge of the language or culture."" @CAPS1 immigrant families do not get on there feet right away and they did, within a year they went from a @NUM1 room apartment to a @NUM2 room appartment.Joy came to my mind also because they had welcoming arms to there family. People today are losing there jobs & homes and they have nobody to go to, but the Rodriguez family had a place to go. ""Countless extaded family members came & went- and there was often someone staying with us temporarily until they were able to get back on their feet. My parents always kept their arms & their door open to the many people we considered family, knowing that they would do the same for us.""",3,0.7482021361313091,0.7970448024978309,0.6482813841199214,0.38212014098148145,0.7970448024978309,5.022877206547751,0.7249898768266948,0.5,0.7065665940385745,0.8387116499489901,0.637110975422915,1.0440543997372214,[0.78420958],[0.90110196],[0.71192618]
5,"The mood created by the author in the menoir. The author was grateful that the chance to growing up in the @LOCATION1. The title named is Narciso Rodriguez. He talks about his life, that he came from cuba. and that his parent welcomes people that come from cuba. They come ""together in a great solidarity and friendship."" I think his mood is every happy. To see that his parent made something out of notthing. The author parent show him with their life, and his teaching have been the basis of his life. I feel the same way because my parent brought me here for a better life. I think you learn everything from your parent How to act and all that. So yea the last sentence he said I liked it. He said I will never forget how my parent turned this simple house into a home.",3,0.772514126314857,0.86063657002381,0.6885628227247238,0.3713064925673175,0.86063657002381,5.4560474997796184,0.7566176546854813,0.46153846153846156,0.6713699988749852,0.7892238938036231,0.5279458873335221,1.0551763781830383,[0.79137795],[0.91631832],[0.74462962]
5,"Author Narciso Rodriguez describes his love and happiness towards his family in this memoir. He states how his parents gaveup everything not for themselves for him and his relatives. The community they moved to was so happy and also like his family to him. Narciso describes how him and his family keep their @CAPS1 culture with them and he appresiates it. The last sentence truely says it all ""I will never forget how my parents turned this simple house into a home"". All of that shows how during this memoir his mood is happy, loving, and grateful all at once.",3,0.6591569999950175,0.7311176093978088,0.5992827831465914,0.3568281250577289,0.7311176093978088,3.8352252384325674,0.6392042064054279,0.5555555555555556,0.8238087452732805,0.8952287046932852,0.7333244719797523,1.0528013024609815,[0.80056405],[0.88241979],[0.73996748]
5,"The authors mood in the memoir @PERSON1 is thankful. I know this, because in paragraph @NUM1 @CAPS1 talks about his culinary skills and how grateful he is to have it passed down to him. This shows us that he is very much thankful for this skill, because some people don't know how to cook and to be able to cook is a blessing. This also shows us that he is proud of his culture and who he is as a person. @PERSON2 quotes ""I will always be grateful to my parents for their love and sacrafice."" In @CAPS2, this shows us that @PERSON2 was very much appreciative of all that his parents had done for him. Also that he loved his parents dearly and every chance he gets, he thanks them. Therefore in the memoir Narciso gives off the mood of being thankful.",3,0.7772716537590276,0.8974057107470987,0.7251029692298592,0.42986356561453853,0.8974057107470987,5.21071012609694,0.7521012234927942,0.6666666666666666,0.6625298290355651,0.7414809920289809,0.4529774591586236,1.000267474640752,[0.75243214],[0.89954061],[0.68802143]
